sub_subcategory_id,sub_subcategory_name,category_id,category_name,deal_id,sic,sic_description,sic_6_digit,sic_6_digit_description,SIC 8-digit,8_digit_Description,naics,naics_description
294,Religious Articles,4,Retail,11,5947,"Gift, Novelty, and Souvenir Shops",594799,Religious Articles,39110109.0,"Rosaries or other small religious articles, precious metal",453220,"Gift, Novelty, and Souvenir Stores"
295,Rental,4,Retail,11,7359,Equipment Rental and Leasing NEC,735900,Rental,41190101.0,"Automobile rental, with driver",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
296,Salon,4,Retail,11,7231,Beauty Shops,723100,Salon,79910202.0,Slenderizing salon,812112,Beauty Salons
297,Scrapbooking,4,Retail,11,5945,"Hobby, Toy, and Game Shops",594500,Scrapbooking,59450000.0,"Hobby, toy, and game shops",451120,"Hobby, Toy, and Game Stores"
298,Sewing,4,Retail,11,5949,"Sewing, Needlework, and Piece Goods Stores",594900,Sewing,22840305.0,Sewing thread,451130,"Sewing, Needlework, and Piece Goods Stores"
237,Shoe Store,4,Retail,11,5661,Shoe Stores,566100,Shoe Store,22110211.0,Shoe fabrics,448210,Shoe Stores
322,Smoking Accessories,4,Retail,11,5993,Tobacco Stores and Stands,599300,Smoking Accessories,30691200.0,Rubber smoking accessories,453991,Tobacco Stores
299,Spa,4,Retail,11,7299,Miscellaneous Personal Services,729900,Spa,17990104.0,Spa or hot tub installation or construction,812199,Other Personal Care Services
238,Sporting Goods,4,Retail,11,5941,Sporting Goods Stores and Bicycle Shops,594100,Sporting Goods,50919909.0,"Sharpeners, sporting goods",451110,Sporting Goods Stores
300,Stationery,4,Retail,11,5943,Stationery and Office Supplies Stores,594300,Stationery,26780000.0,Stationery products,453210,Office Supplies and Stationery Stores
301,Supplements,4,Retail,11,5499,Miscellaneous Food Stores,549900,Supplements,20489907.0,Feed supplements,446191,Food (Health) Supplement Stores
302,Surplus,4,Retail,11,5932,Used Merchandise Stores,593200,Surplus,53999905.0,Surplus and salvage stores,453310,Used Merchandise Stores
323,Swimwear,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Swimwear,22530101.0,"Bathing suits and swimwear, knit",448190,Other Clothing Stores
303,Tanning,4,Retail,11,7299,Miscellaneous Personal Services,729900,Tanning,28199904.0,"Tanning agents, synthetic inorganic",812199,Other Personal Care Services
304,Tattoo,4,Retail,11,7299,Miscellaneous Personal Services,729900,Tattoo,72990106.0,Tattoo parlor,812199,Other Personal Care Services
239,Thrift Store,4,Retail,11,5932,Used Merchandise Stores,593200,Thrift Store,17519904.0,Store fixture installation,453310,Used Merchandise Stores
240,Tobacco,4,Retail,11,5993,Tobacco Stores and Stands,599300,Tobacco,1320000.0,Tobacco,453991,Tobacco Stores
241,Toy Store,4,Retail,11,5945,"Hobby, Toy, and Game Shops",594500,Toy Store,28990401.0,"Caps, for toy pistols",451120,"Hobby, Toy, and Game Stores"
305,Trophy Shop,4,Retail,11,3999,Manufacturing Industries NEC,399900,Trophy Shop,24999914.0,"Trophy bases, wood",339950,Sign Manufacturing
306,Uniform,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Uniform,23219902.0,Uniform shirts: made from purchased materials,448190,Other Clothing Stores
307,Used Goods,4,Retail,11,5932,Used Merchandise Stores,593200,Used Goods,28190910.0,"Lead compounds or salts, inorganic, not used in pigments",453310,Used Merchandise Stores
308,Vape Shop,4,Retail,11,5993,Tobacco Stores and Stands,599300,Vape Shop,34430000.0,Fabricated plate work (boiler shop),453991,Tobacco Stores
309,Video Store,4,Retail,11,7841,Video Tape Rental,784100,Video Store,39440203.0,"Video game machines, except coin-operated",532230,Video Tape and Disc Rental
310,Vintage,4,Retail,11,5932,Used Merchandise Stores,593200,Vintage,59320000.0,Used merchandise stores,453310,Used Merchandise Stores
311,Watch Repair,4,Retail,11,7631,"Watch, Clock, and Jewelry Repair",763100,Watch Repair,76310102.0,Watch repair,811490,Other Personal and Household Goods Repair and Maintenance
324,Wedding,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Wedding,23350102.0,Wedding gowns and dresses,448190,Other Clothing Stores
312,Western Wear,4,Retail,11,5699,Miscellaneous Apparel and Accessory Stores,569900,Western Wear,22530200.0,Cold weather knit outerwear including ski wear,448190,Other Clothing Stores
325,Wholesaler,4,Retail,11,5099,Durable Goods NEC,509900,Wholesaler,51990000.0,"Nondurable goods, nec",424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
313,Wig Shop,4,Retail,11,5999,Miscellaneous Retail Stores NEC,599999,Wig Shop,34430000.0,Fabricated plate work (boiler shop),446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
314,Women's Clothing,4,Retail,11,5621,Women's Clothing Stores,562100,Women's Clothing,56210000.0,Women's clothing stores,448120,Women's Clothing Stores
348,Adventure Sports,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Adventure Sports,23210200.0,Men's and boys' sports and polo shirts,713990,All Other Amusement and Recreation Industries
338,Athletic Clubs,5,Sports & Recreation,11,7997,Membership Sports and Recreation Clubs,799700,Athletic Clubs,23290300.0,Men's and boys' athletic uniforms,713940,Fitness and Recreational Sports Centers
349,Baseball Batting Cages,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Baseball Batting Cages,79999903.0,Baseball batting cage,713990,All Other Amusement and Recreation Industries
339,Baseball/Softball,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Baseball/Softball,39491100.0,"Baseball, softball, and cricket sports equipment",711211,Sports Teams and Clubs
340,Basketball,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Basketball,23290302.0,"Basketball uniforms: men's, youths', and boys'",711211,Sports Teams and Clubs
350,Billiards,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Billiards,79330000.0,Bowling centers,713950,Bowling Centers
326,Bowling,5,Sports & Recreation,11,7933,Bowling Centers,793300,Bowling,17990101.0,Bowling alley installation,713950,Bowling Centers
351,Boxing,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Boxing,39499906.0,"Gloves, sport and athletic: boxing, handball, etc.",713940,Fitness and Recreational Sports Centers
352,Cheerleading,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Cheerleading,79970000.0,Membership sports and recreation clubs,611620,Sports and Recreation Instruction
353,Coaching,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Coaching,79970000.0,Membership sports and recreation clubs,611620,Sports and Recreation Instruction
327,Country Club/Golf,5,Sports & Recreation,11,7992,Public Golf Courses,799200,Country Club/Golf,79979904.0,"Country club, membership",713910,Golf Courses and Country Clubs
354,Cycling,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Cycling,48320204.0,Sports,713940,Fitness and Recreational Sports Centers
328,Dance Studios,5,Sports & Recreation,3,7911,"Dance Studios, Schools, and Halls",792209,Dance Companies,79110101.0,Dance hall or ballroom operation,611610,Fine Arts Schools
355,Equestrian,5,Sports & Recreation,11,7948,"Racing, Including Track Operation",794800,Equestrian,51910400.0,Equestrian equipment,711212,Racetracks
356,Extreme Sports,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Extreme Sports,23210200.0,Men's and boys' sports and polo shirts,713990,All Other Amusement and Recreation Industries
357,Fishing,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Fishing,9190100.0,Whale fishing and whale products,713990,All Other Amusement and Recreation Industries
377,Fishing Charters,5,Sports & Recreation,11,4499,Water Transportation Services NEC,449900,Fishing Charters,9190100.0,Whale fishing and whale products,487210,"Scenic and Sightseeing Transportation, Water"
329,Fitness Centers/Gyms,5,Sports & Recreation,11,7991,Physical Fitness Facilities,799100,Fitness Centers/Gyms,79991127.0,Physical fitness instruction,713940,Fitness and Recreational Sports Centers
341,Football,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Football,23290303.0,"Football uniforms: men's, youths', and boys'",711211,Sports Teams and Clubs
358,Golf Courses,5,Sports & Recreation,11,7992,Public Golf Courses,799200,Golf Courses,79920000.0,Public golf courses,713910,Golf Courses and Country Clubs
359,Gymnastics,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Gymnastics,79970000.0,Membership sports and recreation clubs,611620,Sports and Recreation Instruction
342,Hockey,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Hockey,23290304.0,"Hockey uniforms: men's, youths', and boys'",711211,Sports Teams and Clubs
360,Hunting,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Hunting,9199905.0,Seal hunting,713990,All Other Amusement and Recreation Industries
330,Ice Skating,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Ice Skating,79990602.0,Ice skating rink operation,713940,Fitness and Recreational Sports Centers
361,Lacrosse,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Lacrosse,39490903.0,"Rackets and frames: tennis, badminton, squash, lacrosse, etc",711211,Sports Teams and Clubs
331,Martial Arts,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Martial Arts,79991113.0,"Martial arts school, nec",611620,Sports and Recreation Instruction
362,Miniature Golf,5,Sports & Recreation,11,7993,Coin-Operated Amusement Devices,799300,Miniature Golf,79990205.0,Miniature golf course operation,713110,Amusement and Theme Parks
363,Motorsports,5,Sports & Recreation,11,7948,"Racing, Including Track Operation",794800,Motorsports,50910703.0,Motorboats,711212,Racetracks
364,Outdoor Recreation,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Outdoor Recreation,24210400.0,Outdoor wood structural products,713990,All Other Amusement and Recreation Industries
365,Personal Training,5,Sports & Recreation,11,7991,Physical Fitness Facilities,799100,Personal Training,28449902.0,"Deodorants, personal",713940,Fitness and Recreational Sports Centers
332,Pool Halls,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Pool Halls,39490804.0,"Bridges, billiard and pool",713950,Bowling Centers
366,Racquet Sports,5,Sports & Recreation,11,7997,Membership Sports and Recreation Clubs,799700,Racquet Sports,50919908.0,Racquet sports equipment and supplies,713940,Fitness and Recreational Sports Centers
367,Recreation Centers,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Recreation Centers,50120305.0,"Recreation vehicles, all-terrain",713940,Fitness and Recreational Sports Centers
368,Rodeo,5,Sports & Recreation,11,7948,"Racing, Including Track Operation",794800,Rodeo,79991204.0,Rodeo operation,711219,Other Spectator Sports
369,Running,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Running,13899918.0,"Running, cutting, and pulling casings, tubes and rods",713940,Fitness and Recreational Sports Centers
333,Skating Rinks,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Skating Rinks,79990601.0,Curling rinks,713940,Fitness and Recreational Sports Centers
370,Skiing/Snowboarding,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Skiing/Snowboarding,50910202.0,Skiing equipment,713920,Skiing Facilities
343,Soccer,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Soccer,59410705.0,Soccer supplies,711211,Sports Teams and Clubs
371,Sports Camps,5,Sports & Recreation,11,7032,Sporting and Recreational Camps,703200,Sports Camps,79991120.0,"Sports instruction, schools and camps",721214,Recreation and Vacation Camps (except Campgrounds)
372,Sports Leagues,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Sports Leagues,23210200.0,Men's and boys' sports and polo shirts,711211,Sports Teams and Clubs
373,Surfing,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Surfing,79991121.0,Surfing instruction,713990,All Other Amusement and Recreation Industries
334,Swim & Tennis Clubs,5,Sports & Recreation,11,7997,Membership Sports and Recreation Clubs,799700,Swim & Tennis Clubs,23390308.0,"Skirts, tennis",713940,Fitness and Recreational Sports Centers
335,Swimming Pools,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Swimming Pools,59991205.0,"Swimming pools, above ground",713940,Fitness and Recreational Sports Centers
344,Tennis,5,Sports & Recreation,11,7997,Membership Sports and Recreation Clubs,799700,Tennis,23390308.0,"Skirts, tennis",713940,Fitness and Recreational Sports Centers
345,Track & Field,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Track & Field,39499914.0,Track and field athletic equipment,711211,Sports Teams and Clubs
346,Volleyball,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Volleyball,39490902.0,"Nets: badminton, volleyball, tennis, etc.",711211,Sports Teams and Clubs
374,Water Sports,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Water Sports,39490600.0,Water sports equipment,713990,All Other Amusement and Recreation Industries
375,Weights/Powerlifting,5,Sports & Recreation,11,7991,Physical Fitness Facilities,799100,Weights/Powerlifting,48320204.0,Sports,713940,Fitness and Recreational Sports Centers
376,Windsurfing,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Windsurfing,59410503.0,Windsurfing and sailboarding equipment,713990,All Other Amusement and Recreation Industries
347,Wrestling,5,Sports & Recreation,11,7999,Amusement and Recreation Services NEC,799900,Wrestling,79410201.0,Boxing and wrestling arena,711211,Sports Teams and Clubs
336,Yoga Studio,5,Sports & Recreation,11,7991,Physical Fitness Facilities,799100,Yoga Studio,25150303.0,Studio couches,713940,Fitness and Recreational Sports Centers
337,Youth Centers,5,Sports & Recreation,11,8641,"Civic, Social, and Fraternal Associations",864100,Youth Centers,83220205.0,Youth center,624110,Child and Youth Services
